"CRASH DATE","CRASH TIME","BOROUGH","ZIP CODE","LATITUDE","LONGITUDE","LOCATION","ON STREET NAME","CROSS STREET NAME","OFF STREET NAME","NUMBER OF PERSONS INJURED","NUMBER OF PERSONS KILLED","NUMBER OF PEDESTRIANS INJURED","NUMBER OF PEDESTRIANS KILLED","NUMBER OF CYCLIST INJURED","NUMBER OF CYCLIST KILLED","NUMBER OF MOTORIST INJURED","NUMBER OF MOTORIST KILLED","CONTRIBUTING FACTOR VEHICLE 1","CONTRIBUTING FACTOR VEHICLE 2","CONTRIBUTING FACTOR VEHICLE 3","CONTRIBUTING FACTOR VEHICLE 4","CONTRIBUTING FACTOR VEHICLE 5","COLLISION_ID","VEHICLE TYPE CODE 1","VEHICLE TYPE CODE 2","VEHICLE TYPE CODE 3","VEHICLE TYPE CODE 4","VEHICLE TYPE CODE 5"
"09/15/2012",13:38:00,"MANHATTAN",10027,40.8077723,-73.9454833,"(40.8077723, -73.9454833)","WEST 125 STREET","LENOX AVENUE",NA,0,1,0,0,0,0,0,1,"Turning Improperly","Driver Inexperience","Unspecified",NA,NA,63762,"MOTORCYCLE","TAXI","BUS",NA,NA
"09/28/2012",23:54:00,"MANHATTAN",10025,40.8067067,-73.9648494,"(40.8067067, -73.9648494)","WEST 114 STREET","BROADWAY",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,62352,"PASSENGER VEHICLE",NA,NA,NA,NA
"09/15/2012",21:50:00,"BROOKLYN",11249,40.7056343,-73.9650938,"(40.7056343, -73.9650938)","CLYMER STREET","JULIANA PLACE",NA,2,1,1,1,0,0,1,0,"Backing Unsafely",NA,NA,NA,NA,194327,"SPORT UTILITY / STATION WAGON",NA,NA,NA,NA
"09/30/2012",03:39:00,"MANHATTAN",10036,40.7580218,-73.9817932,"(40.7580218, -73.9817932)","WEST 47 STREET","AVENUE OF AMERICAS",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,38725,"LARGE COM VEH(6 OR MORE TIRES)",NA,NA,NA,NA
"09/17/2012",12:59:00,"MANHATTAN",10021,40.765868,-73.9574126,"(40.765868, -73.9574126)","1 AVENUE","EAST 69 STREET",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,45770,"TAXI",NA,NA,NA,NA
"10/01/2012",05:15:00,"BROOKLYN",11237,40.7142083,-73.9281658,"(40.7142083, -73.9281658)","METROPOLITAN AVENUE","STEWART AVENUE",NA,0,1,0,0,0,1,0,0,"Prescription Medication","Passenger Distraction",NA,NA,NA,194426,"UNKNOWN","BICYCLE",NA,NA,NA
"10/03/2012",11:53:00,"STATEN ISLAND",10302,40.6242711,-74.137232,"(40.6242711, -74.137232)","FOREST AVENUE","LIVERMORE AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,285666,"PASSENGER VEHICLE",NA,NA,NA,NA
"08/31/2012",14:40:00,"BRONX",10466,40.8998154,-73.8578041,"(40.8998154, -73.8578041)","NEREID AVENUE","BRONX BOULEVARD",NA,0,1,0,0,0,0,0,1,"Other Vehicular","Prescription Medication",NA,NA,NA,95407,"PASSENGER VEHICLE","PASSENGER VEHICLE",NA,NA,NA
"08/24/2012",01:13:00,"BRONX",10455,40.812181,-73.9010925,"(40.812181, -73.9010925)","TIMPSON PLACE","SAINT JOHN AVENUE",NA,0,1,0,1,0,0,0,0,"Alcohol Involvement","Unspecified","Unspecified",NA,NA,76434,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",NA,NA
"08/27/2012",19:05:00,"STATEN ISLAND",10312,40.5342669,-74.1539735,"(40.5342669, -74.1539735)","HYLAN BOULEVARD","RICHMOND AVENUE",NA,2,2,0,0,0,0,2,2,"Traffic Control Disregarded","Unspecified","Unspecified",NA,NA,293916,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",NA,NA
"08/21/2012",04:43:00,"BRONX",10466,40.8924774,-73.8544923,"(40.8924774, -73.8544923)","BARNES AVENUE","EAST 233 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,95290,"UNKNOWN",NA,NA,NA,NA
"08/22/2012",18:14:00,"BROOKLYN",11233,40.6706879,-73.9170232,"(40.6706879, -73.9170232)","EASTERN PARKWAY","SARATOGA AVENUE",NA,0,1,0,0,0,0,0,1,"Unspecified","Unspecified",NA,NA,NA,160389,"MOTORCYCLE","SPORT UTILITY / STATION WAGON",NA,NA,NA
"08/23/2012",13:22:00,"MANHATTAN",10004,40.70495,-74.0115487,"(40.70495, -74.0115487)","BROAD STREET","BEAVER STREET",NA,3,1,2,1,0,0,1,0,"Driver Inattention/Distraction",NA,NA,NA,NA,516,"SPORT UTILITY / STATION WAGON",NA,NA,NA,NA
"08/21/2012",21:32:00,"BRONX",10469,40.8675505,-73.8615031,"(40.8675505, -73.8615031)","BRONXWOOD AVENUE","WILLIAMSBRIDGE ROAD",NA,3,1,0,0,0,0,3,1,"Failure to Yield Right-of-Way","Unspecified",NA,NA,NA,103051,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",NA,NA,NA
"08/20/2012",08:31:00,"QUEENS",11377,40.7623853,-73.9034334,"(40.7623853, -73.9034334)","BOROUGH PLACE","BULOVA AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,273143,"BUS",NA,NA,NA,NA
"09/05/2012",23:54:00,"BROOKLYN",11225,40.656762,-73.9601349,"(40.656762, -73.9601349)","FLATBUSH AVENUE","WESTBURY COURT",NA,3,1,0,1,0,0,3,0,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",152745,"PASSENGER VEHICLE","PASSENGER VEHICLE","PASSENGER VEHICLE","PASSENGER VEHICLE","PASSENGER VEHICLE"
"08/23/2012",22:00:00,"QUEENS",11434,40.6561603,-73.7673526,"(40.6561603, -73.7673526)","BREWER BOULEVARD","ROCKAWAY BOULEVARD",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,220124,"UNKNOWN",NA,NA,NA,NA
"08/31/2012",23:08:00,"BRONX",10468,40.8701594,-73.8909872,"(40.8701594, -73.8909872)","GRAND CONCOURSE","EAST 198 STREET",NA,0,1,0,1,0,0,0,0,"Traffic Control Disregarded",NA,NA,NA,NA,109862,"PASSENGER VEHICLE",NA,NA,NA,NA
"08/26/2012",21:08:00,"BROOKLYN",11205,40.698677,-73.9588584,"(40.698677, -73.9588584)","FLUSHING AVENUE","FRANKLIN AVENUE",NA,0,1,0,0,0,1,0,0,"Unspecified","Unspecified",NA,NA,NA,194205,"PASSENGER VEHICLE","BICYCLE",NA,NA,NA
"08/09/2012",09:00:00,"MANHATTAN",10022,40.7616682,-73.9749156,"(40.7616682, -73.9749156)","WEST 55 STREET","5 AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,38108,"SPORT UTILITY / STATION WAGON",NA,NA,NA,NA
"08/10/2012",20:25:00,"BROOKLYN",11236,40.6420041,-73.8988296,"(40.6420041, -73.8988296)","ROCKAWAY PARKWAY","AVENUE J",NA,0,1,0,1,0,0,0,0,"Unspecified","Unspecified",NA,NA,NA,144898,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",NA,NA,NA
"08/09/2012",22:30:00,"MANHATTAN",10002,40.7216438,-73.9891302,"(40.7216438, -73.9891302)","ALLEN STREET","STANTON STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,12320,"OTHER",NA,NA,NA,NA
"08/11/2012",12:18:00,"BRONX",10474,40.8120773,-73.8868051,"(40.8120773, -73.8868051)","RANDALL AVENUE","COSTER STREET",NA,2,1,0,0,0,0,2,1,"Unspecified","Unspecified",NA,NA,NA,76398,"PASSENGER VEHICLE","PASSENGER VEHICLE",NA,NA,NA
"08/08/2012",02:09:00,"BROOKLYN",11204,40.6187991,-73.9834881,"(40.6187991, -73.9834881)","20 AVENUE","61 STREET",NA,3,1,0,0,0,0,3,1,"Unspecified","Unspecified","Unspecified","Unspecified",NA,130180,"LARGE COM VEH(6 OR MORE TIRES)","SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",NA
"07/28/2012",00:45:00,"STATEN ISLAND",10314,40.6214289,-74.1264267,"(40.6214289, -74.1264267)","COLLEGE AVENUE","CAROLINA PLACE",NA,0,1,0,0,0,0,0,1,"Unspecified",NA,NA,NA,NA,284928,"PASSENGER VEHICLE",NA,NA,NA,NA
"07/30/2012",19:50:00,"MANHATTAN",10029,40.7942333,-73.9469462,"(40.7942333, -73.9469462)","EAST 108 STREET","PARK AVENUE",NA,0,1,0,0,0,1,0,0,"Unspecified","Unspecified",NA,NA,NA,55636,"PASSENGER VEHICLE","BICYCLE",NA,NA,NA
"08/03/2012",16:00:00,"STATEN ISLAND",10314,40.6088332,-74.1211698,"(40.6088332, -74.1211698)","MANOR ROAD","SCHMIDTS LANE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,293579,"PASSENGER VEHICLE",NA,NA,NA,NA
"07/16/2012",23:17:00,"BRONX",10467,40.8786453,-73.871598,"(40.8786453, -73.871598)","WEBSTER AVENUE","EAST GUN HILL ROAD",NA,2,1,0,0,0,0,2,1,"Traffic Control Disregarded","Unspecified",NA,NA,NA,95006,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",NA,NA,NA
"07/14/2012",21:20:00,"MANHATTAN",10025,40.7965967,-73.9703697,"(40.7965967, -73.9703697)","BROADWAY","WEST 99 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,57611,"TAXI",NA,NA,NA,NA
"07/22/2012",03:20:00,"QUEENS",11418,40.6972045,-73.8133341,"(40.6972045, -73.8133341)","94 AVENUE","VAN WYCK EXPRESSWAY",NA,3,5,0,0,0,0,3,5,"Traffic Control Disregarded",NA,NA,NA,NA,208863,"SPORT UTILITY / STATION WAGON",NA,NA,NA,NA
"08/02/2012",00:08:00,"BROOKLYN",11211,40.7146912,-73.9426881,"(40.7146912, -73.9426881)","METROPOLITAN AVENUE","HUMBOLDT STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,194049,"LIVERY VEHICLE",NA,NA,NA,NA
"07/30/2012",21:50:00,"MANHATTAN",10031,40.8284464,-73.9415422,"(40.8284464, -73.9415422)","SAINT NICHOLAS PLACE","WEST 152 STREET",NA,0,1,0,0,0,0,0,1,"Traffic Control Disregarded","Unspecified","Unspecified",NA,NA,65072,"MOTORCYCLE","SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",NA,NA
"07/12/2012",00:57:00,"BRONX",10461,40.8430075,-73.8485467,"(40.8430075, -73.8485467)","OVERING STREET","EAST TREMONT AVENUE",NA,1,1,0,0,0,0,1,1,"Unspecified",NA,NA,NA,NA,88620,"PASSENGER VEHICLE",NA,NA,NA,NA
"07/22/2012",20:48:00,"BROOKLYN",11212,40.6631059,-73.9051739,"(40.6631059, -73.9051739)","MOTHER GASTON BOULEVARD","LIVONIA AVENUE",NA,0,1,0,1,0,0,0,0,"Passenger Distraction",NA,NA,NA,NA,160223,"PASSENGER VEHICLE",NA,NA,NA,NA
"07/13/2012",23:18:00,"BRONX",10467,40.8786453,-73.871598,"(40.8786453, -73.871598)","WEBSTER AVENUE","EAST GUN HILL ROAD",NA,0,1,0,0,0,1,0,0,"Other Vehicular","Unspecified","Unspecified",NA,NA,109565,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON","BICYCLE",NA,NA
"07/21/2012",20:08:00,"QUEENS",11434,40.6852789,-73.7723999,"(40.6852789, -73.7723999)","MERRICK BOULEVARD","VICTORIA ROAD",NA,0,1,0,0,0,0,0,1,"Traffic Control Disregarded","Unspecified",NA,NA,NA,268241,"MOTORCYCLE","SPORT UTILITY / STATION WAGON",NA,NA,NA
"07/14/2012",01:21:00,"BRONX",10456,40.8387216,-73.9137706,"(40.8387216, -73.9137706)","GRAND CONCOURSE","EAST 170 STREET",NA,2,1,1,1,0,0,1,0,"Alcohol Involvement","Unspecified",NA,NA,NA,85246,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",NA,NA,NA
"07/16/2012",10:35:00,"BROOKLYN",11223,40.609674,-73.9652232,"(40.609674, -73.9652232)","EAST 8 STREET","AVENUE P",NA,0,1,0,0,0,0,0,1,"Unspecified","Unspecified",NA,NA,NA,130032,"MOTORCYCLE","PASSENGER VEHICLE",NA,NA,NA
"08/06/2012",19:05:00,"BROOKLYN",11220,40.6471227,-74.0151603,"(40.6471227, -74.0151603)","51 STREET","3 AVENUE",NA,0,1,0,1,0,0,0,0,"Physical Disability",NA,NA,NA,NA,156067,"PASSENGER VEHICLE",NA,NA,NA,NA
"07/18/2012",22:51:00,"QUEENS",11104,40.7390635,-73.9261579,"(40.7390635, -73.9261579)","GREENPOINT AVENUE","39 PLACE",NA,0,1,0,0,0,1,0,0,"Unspecified","Unspecified","Unspecified",NA,NA,238815,"UNKNOWN","BICYCLE","TAXI",NA,NA
"07/03/2012",20:55:00,"QUEENS",11369,40.7640141,-73.8812156,"(40.7640141, -73.8812156)","ASTORIA BOULEVARD","88 STREET",NA,0,1,0,0,0,0,0,1,"Traffic Control Disregarded","Unspecified",NA,NA,NA,279655,"PASSENGER VEHICLE","MOTORCYCLE",NA,NA,NA
"07/02/2012",16:30:00,"BROOKLYN",11216,40.685846,-73.9473101,"(40.685846, -73.9473101)","MARCY AVENUE","MONROE STREET",NA,0,1,0,0,0,0,0,1,"View Obstructed/Limited","Unspecified",NA,NA,NA,179420,"FIRE TRUCK","OTHER",NA,NA,NA
"07/08/2012",21:54:00,"BROOKLYN",11207,40.6806649,-73.9026216,"(40.6806649, -73.9026216)","BUSHWICK AVENUE","CONWAY STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,163460,"PASSENGER VEHICLE",NA,NA,NA,NA
"07/05/2012",03:30:00,"BROOKLYN",11225,40.6627363,-73.9571216,"(40.6627363, -73.9571216)","BEDFORD AVENUE","STERLING STREET",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,152388,"PASSENGER VEHICLE","PASSENGER VEHICLE",NA,NA,NA
"07/23/2023",13:29:00,"BROOKLYN",11230,40.62987,-73.977005,"(40.62987, -73.977005)","MC DONALD AVENUE","WEBSTER AVENUE",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,4648149,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"03/08/2022",01:00:00,"BROOKLYN",11207,40.658577,-73.89063,"(40.658577, -73.89063)","PENNSYLVANIA AVENUE","LINDEN BOULEVARD",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4508529,"Sedan",NA,NA,NA,NA
"09/10/2022",07:41:00,"QUEENS",11419,40.69405,-73.82802,"(40.69405, -73.82802)","ATLANTIC AVENUE","LEFFERTS BOULEVARD",NA,0,1,0,0,0,0,0,1,"Driver Inexperience","Unspecified",NA,NA,NA,4562615,"Motorcycle","Sedan",NA,NA,NA
"09/09/2022",18:30:00,"BRONX",10462,40.85095,-73.86681,"(40.85095, -73.86681)","BRONXDALE AVENUE","CRUGER AVENUE",NA,1,1,0,1,0,0,1,0,"Driver Inattention/Distraction",NA,NA,NA,NA,4562616,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"09/16/2022",14:34:00,"BROOKLYN",11229,40.595013,-73.95955,"(40.595013, -73.95955)",NA,NA,"2267      EAST 12 STREET",0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4565189,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"08/25/2022",05:16:00,"BRONX",10451,40.827812,-73.925934,"(40.827812, -73.925934)","EAST 161 STREET","RIVER AVENUE",NA,1,1,0,0,0,0,1,1,"Unsafe Speed","Unspecified","Unspecified",NA,NA,4558356,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA
"09/24/2022",02:35:00,"QUEENS",11419,40.691284,-73.82547,"(40.691284, -73.82547)",NA,NA,"97-23     120 STREET",1,1,1,1,0,0,0,0,"Unspecified","Unspecified",NA,NA,NA,4567693,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA,NA
"09/26/2022",19:20:00,"QUEENS",11368,40.7561,-73.86251,"(40.7561, -73.86251)","34 AVENUE","106 STREET",NA,0,1,0,0,0,0,0,1,"Unspecified","Unspecified",NA,NA,NA,4567938,"Station Wagon/Sport Utility Vehicle","Sedan",NA,NA,NA
"07/31/2022",22:45:00,"QUEENS",11385,40.711834,-73.90799,"(40.711834, -73.90799)","HIMROD STREET","TONSOR STREET",NA,0,1,0,0,0,0,0,1,"Passing or Lane Usage Improper","Unspecified",NA,NA,NA,4551576,"Sedan","Motorcycle",NA,NA,NA
"09/23/2022",11:37:00,"BRONX",10458,40.85931,-73.89208,"(40.85931, -73.89208)","EAST 188 STREET","PARK AVENUE",NA,0,1,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified",NA,NA,NA,4569876,"Station Wagon/Sport Utility Vehicle","E-Bike",NA,NA,NA
"10/02/2022",12:23:00,"BROOKLYN",11228,40.615227,-74.01272,"(40.615227, -74.01272)","13 AVENUE","84 STREET",NA,2,1,0,0,0,0,2,1,"Failure to Yield Right-of-Way","Failure to Yield Right-of-Way","Unspecified",NA,NA,4569789,"Station Wagon/Sport Utility Vehicle","Sedan","Sedan",NA,NA
"08/06/2023",02:04:00,"QUEENS",11413,40.68435,-73.732544,"(40.68435, -73.732544)","233 STREET","125 AVENUE",NA,0,1,0,0,0,0,0,1,"Unspecified","Unspecified","Unspecified",NA,NA,4651866,"Motorcycle","Sedan","Station Wagon/Sport Utility Vehicle",NA,NA
"08/06/2023",04:27:00,"BROOKLYN",11216,40.68096,-73.93765,"(40.68096, -73.93765)","MARCUS GARVEY BOULEVARD","DECATUR STREET",NA,0,1,0,0,0,0,0,1,"Traffic Control Disregarded","Traffic Control Disregarded","Unspecified",NA,NA,4651853,"Sedan","Motorscooter","Sedan",NA,NA
"08/03/2023",23:56:00,"QUEENS",11378,40.72074,-73.900925,"(40.72074, -73.900925)","64 STREET","58 ROAD",NA,0,1,0,0,0,0,0,1,"Unspecified","Unspecified","Unspecified",NA,NA,4652466,"Motorcycle","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA
"10/04/2022",06:34:00,"BROOKLYN",11206,40.69897,-73.95702,"(40.69897, -73.95702)","FLUSHING AVENUE","BEDFORD AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4570143,"Box Truck",NA,NA,NA,NA
"08/06/2023",04:49:00,"QUEENS",11368,40.742035,-73.86604,"(40.742035, -73.86604)","50 AVENUE","97 STREET",NA,0,1,0,0,0,0,0,1,"Unspecified","Unspecified",NA,NA,NA,4651852,"Motorscooter",NA,NA,NA,NA
"08/07/2023",21:32:00,"QUEENS",11432,40.708622,-73.79395,"(40.708622, -73.79395)","168 STREET","89 AVENUE",NA,0,1,0,0,0,0,0,0,"Traffic Control Disregarded","Unspecified",NA,NA,NA,4652465,"Bus","E-Scooter",NA,NA,NA
"10/06/2022",11:33:00,"MANHATTAN",10036,40.758533,-73.98885,"(40.758533, -73.98885)","8 AVENUE","WEST 44 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4570900,"Box Truck",NA,NA,NA,NA
"06/22/2023",23:40:00,"BROOKLYN",11233,40.67922,-73.90405,"(40.67922, -73.90405)","BROADWAY","CONWAY STREET",NA,0,1,0,0,0,1,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4640064,"Station Wagon/Sport Utility Vehicle","E-Bike",NA,NA,NA
"10/10/2022",13:14:00,"QUEENS",11101,40.756058,-73.94283,"(40.756058, -73.94283)","40 AVENUE","12 STREET",NA,0,1,0,0,0,0,0,1,"Failure to Yield Right-of-Way","Unspecified",NA,NA,NA,4572051,"Motorcycle","Sedan",NA,NA,NA
"07/24/2023",21:25:00,"BROOKLYN",11230,40.61243,-73.96386,"(40.61243, -73.96386)","EAST 10 STREET","AVENUE O",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4649253,"Sedan",NA,NA,NA,NA
"10/14/2022",14:02:00,"BROOKLYN",11230,40.620605,-73.9586,"(40.620605, -73.9586)","AVENUE L","EAST 17 STREET",NA,3,1,0,0,0,0,3,1,"Unsafe Speed","Driver Inexperience",NA,NA,NA,4572961,"Sedan","E- SCOOTER",NA,NA,NA
"10/14/2022",06:30:00,"STATEN ISLAND",10314,40.62036,-74.1317,"(40.62036, -74.1317)","JEWETT AVENUE","MAINE AVENUE",NA,4,1,0,0,0,0,4,1,"Traffic Control Disregarded","Unspecified",NA,NA,NA,4572941,"AMBULANCE","Station Wagon/Sport Utility Vehicle",NA,NA,NA
"08/09/2023",05:47:00,"BRONX",10474,40.81593,-73.8917,"(40.81593, -73.8917)","TIFFANY STREET","BARRY STREET",NA,0,1,0,0,0,1,0,0,"Unspecified","Unspecified",NA,NA,NA,4652722,"Flat Rack","E-Bike",NA,NA,NA
"10/17/2022",21:07:00,"QUEENS",11693,40.587444,-73.812164,"(40.587444, -73.812164)","BEACH 87 STREET","ROCKAWAY BEACH BOULEVARD",NA,0,1,0,1,0,0,0,0,"Aggressive Driving/Road Rage","Unspecified",NA,NA,NA,4574123,"Sedan","Sedan",NA,NA,NA
"10/21/2022",11:25:00,"BROOKLYN",11213,40.66989,-73.93381,"(40.66989, -73.93381)","SCHENECTADY AVENUE","LINCOLN PLACE",NA,0,1,0,0,0,0,0,0,"Driver Inexperience","Unspecified",NA,NA,NA,4574844,"Box Truck","E-Bike",NA,NA,NA
"10/23/2022",18:29:00,"BROOKLYN",11213,40.66895,-73.9339,"(40.66895, -73.9339)","EASTERN PARKWAY","SCHENECTADY AVENUE",NA,0,1,0,1,0,0,0,0,"Unsafe Speed",NA,NA,NA,NA,4575837,"PK",NA,NA,NA,NA
"07/30/2023",18:00:00,"QUEENS",11377,40.744556,-73.895996,"(40.744556, -73.895996)","69 STREET","41 AVENUE",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,4649847,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"08/17/2023",09:24:00,"BRONX",10452,40.840225,-73.91769,"(40.840225, -73.91769)","EAST 170 STREET","JEROME AVENUE",NA,1,1,0,0,0,0,1,1,"Unsafe Speed","Unspecified","Unspecified",NA,NA,4654945,"Moped","Dump","Bus",NA,NA
"08/18/2023",03:22:00,"BROOKLYN",11201,40.68969,-73.99237,"(40.68969, -73.99237)","ATLANTIC AVENUE","COURT STREET",NA,3,1,0,0,0,0,3,1,"Unsafe Speed","Unspecified",NA,NA,NA,4655140,"Sedan","Sedan",NA,NA,NA
"11/07/2022",04:13:00,"BROOKLYN",11219,40.635975,-74.00124,"(40.635975, -74.00124)","FORT HAMILTON PARKWAY","54 STREET",NA,0,1,0,0,0,0,0,0,"Traffic Control Disregarded","Unspecified",NA,NA,NA,4579733,"Sedan","E-Bike",NA,NA,NA
"10/27/2022",14:23:00,"QUEENS",11373,40.7334,-73.87508,"(40.7334, -73.87508)","57 AVENUE","SEABURY STREET",NA,0,1,0,0,0,0,0,1,"Traffic Control Disregarded","Traffic Control Disregarded",NA,NA,NA,4577107,"Motorcycle","Station Wagon/Sport Utility Vehicle",NA,NA,NA
"02/17/2020",00:35:00,"MANHATTAN",10035,40.8076,-73.93719,"(40.8076, -73.93719)","PARK AVENUE","EAST 129 STREET",NA,2,1,0,0,0,0,2,1,"Unsafe Speed","Unspecified",NA,NA,NA,4289784,"Sedan","Sedan",NA,NA,NA
"08/25/2022",16:10:00,"QUEENS",11368,40.75254,-73.85261,"(40.75254, -73.85261)","ROOSEVELT AVENUE","114 STREET",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4560815,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"11/09/2022",21:13:00,"BROOKLYN",11218,40.648254,-73.971405,"(40.648254, -73.971405)","CATON AVENUE","CONEY ISLAND AVENUE",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4580430,"Tractor Truck Diesel","Sedan",NA,NA,NA
"11/12/2022",11:15:00,"BRONX",10451,40.818558,-73.92732,"(40.818558, -73.92732)","GRAND CONCOURSE","EAST 149 STREET",NA,1,1,0,0,0,0,1,0,"Unspecified","Unspecified",NA,NA,NA,4581035,"Station Wagon/Sport Utility Vehicle","E-Scooter",NA,NA,NA
"11/02/2022",05:37:00,"QUEENS",11423,40.72106,-73.75945,"(40.72106, -73.75945)","FRANCIS LEWIS BOULEVARD","HILLSIDE AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4578375,"Flat Bed",NA,NA,NA,NA
"11/14/2022",14:56:00,"QUEENS",11358,40.763496,-73.80734,"(40.763496, -73.80734)","NORTHERN BOULEVARD","158 STREET",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4581761,"Sedan",NA,NA,NA,NA
"11/20/2022",21:49:00,"QUEENS",11354,40.763668,-73.82303,"(40.763668, -73.82303)","37 AVENUE","PARSONS BOULEVARD",NA,0,1,0,0,0,0,0,1,"Traffic Control Disregarded",NA,NA,NA,NA,4583557,"Sedan",NA,NA,NA,NA
"10/14/2022",06:00:00,"STATEN ISLAND",10314,40.618294,-74.13136,"(40.618294, -74.13136)","JEWETT AVENUE","KEIBER COURT",NA,0,1,0,1,0,0,0,0,"Unsafe Speed",NA,NA,NA,NA,4574548,"Sedan",NA,NA,NA,NA
"11/11/2022",17:20:00,"BRONX",10462,40.849686,-73.85863,"(40.849686, -73.85863)","RHINELANDER AVENUE","RADCLIFF AVENUE",NA,0,1,0,1,0,0,0,0,"Unsafe Speed",NA,NA,NA,NA,4580960,"Sedan",NA,NA,NA,NA
"11/25/2022",18:51:00,"QUEENS",11691,40.595886,-73.76386,"(40.595886, -73.76386)","SEAGIRT BOULEVARD","BEACH 31 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4584724,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"11/26/2022",01:16:00,"QUEENS",11372,40.749744,-73.884315,"(40.749744, -73.884315)","37 AVENUE","82 STREET",NA,0,1,0,0,0,0,0,1,"Other Vehicular","Alcohol Involvement",NA,NA,NA,4584694,"Motorscooter","Sedan",NA,NA,NA
"11/27/2022",05:48:00,"MANHATTAN",10003,40.729557,-73.98994,"(40.729557, -73.98994)","COOPER SQUARE","SAINT MARKS PLACE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4585088,"Sedan",NA,NA,NA,NA
"06/20/2022",12:59:00,"MANHATTAN",10001,40.746037,-73.9886,"(40.746037, -73.9886)","WEST 29 STREET","BROADWAY",NA,4,1,2,1,1,0,1,0,"Traffic Control Disregarded","Unspecified",NA,NA,NA,4539320,"Station Wagon/Sport Utility Vehicle","Bike",NA,NA,NA
"09/23/2022",23:10:00,"BROOKLYN",11226,40.64453,-73.94599,"(40.64453, -73.94599)","NEW YORK AVENUE","CORTELYOU ROAD",NA,0,1,0,0,0,1,0,0,"Failure to Yield Right-of-Way","Traffic Control Disregarded",NA,NA,NA,4566835,"Bike",NA,NA,NA,NA
